No.,FECHA NOTICIA,FUENTE,NOMBRE COLUMNISTA/ ESCRITOR,TEMA GENERAL DE NOTICIA,TIPO DE NOTICIA,TITULAR / NOMBRE NOTICIA,SECTOR (BARRIO / LOCALIDAD),DESCRIPCIÓN NOTICIA,OPORTUNIDAD DE INTERVENCIÓN ,LINK DE CONSULTA 
131,"lunes, septiembre 12, 2022",El Irreverente,El Irreverente,Seguridad,Positiva,A la cárcel por asesinar a un ciudadano en una invasión de Ibagué,Ciudad de Ibagué en general,"Gracias a los elementos materiales probatorios y evidencia física recauda por la policía judicial, la Fiscalía General de la Nación imputó cargos y logró medida de aseguramiento intramuros en contra de Diego Mauricio Mora por los delitos de homicidio agravado en concurso con fabricación, tráfico o porte ilegal de armas de fuego o municiones.

El procesado es señalado de haber acabado con la vida de Heriberto Fajardo el 27 de marzo del año 2022 en la invasión conocida como asentamiento Territorio de Paz en el barrio El Salado de Ibagué (Tolima).",-,https://elirreverenteibague.com/noticia/15032/A-la-c%C3%A1rcel-por-asesinar-a-un-ciudadano-en-una-invasi%C3%B3n-de-Ibagu%C3%A9-
132,"lunes, septiembre 12, 2022",Ecos del Combeima,Camilo Patiño,Salud,Negativa,A 16 asciende el número de casos confirmados de viruela símica en Ibagué,Ciudad de Ibagué en general,"En la noche de este lunes 12 de septiembre, la Secretaría de Salud de Ibagué informó la aparición de dos nuevos casos de viruela símica, elevando así a 16 el número de contagiados que han sido reportados oficialmente por el Instituto Nacional de Salud (INS).",-,https://www.ecosdelcombeima.com/ibague/nota-199861-16-asciende-el-numero-de-casos-confirmados-de-viruela-simica-en-ibague
133,"lunes, 5 de septiembre de 2022",Ecos del Combeima,Ecos del Combeima,Economía,Positiva,Las tarifas de energía en Ibagué presentan incrementos menores a los del promedio nacional: DANE,Ciudad de Ibagué en general,"Según el más reciente reporte del DANE sobre el costo de la vida en Colombia, el aumento de la tarifa en Ibagué está por debajo del promedio nacional, con incrementos similares a los que se presentan en ciudades del interior del país.",Costo de vida,https://www.ecosdelcombeima.com/economia/nota-199323-las-tarifas-de-energia-en-ibague-presentan-incrementos-menores-los-del-promedio
134,"lunes, 5 de septiembre de 2022",El Tiempo,El Tiempo,Seguridad,Negativa,Video: comerciante retiró $ 40 millones y fleteros lo atracan saliendo del banco,Ciudad de Ibagué en general,"Dos robos en cuantía superior a los 200 millones de pesos se presentaron durante el fin de semana en la zona urbana de Ibagué, Tolima.

En el primer crimen, cuatro hombres en moto y con cascos despojaron de $ 40 millones a un comerciante de café que retiró esa suma de una entidad bancaria.

En otro hurto, una mujer fue despojada de $ 170 millones cuando se movilizaba en moto por la carrera Quinta con calle 18, en el centro de Ibagué. También fue intimidada con armas por parte de delincuentes que le arrebataron el maletín con la gruesa suma de dinero destinada para la compra de café.
",planes en contra de la inseguridad,https://www.eltiempo.com/colombia/otras-ciudades/robo-en-ibague-a-comerciante-700046
135,"lunes, 5 de septiembre de 2022",ALCALDÍA MUNICIPAL DE IBAGUÉ,SECRETARÍA DE SALUD.,Salud,Negativa,¡Confirmado! Ibagué suma cuatro casos más de Viruela Símica,Ciudad de Ibagué en general,"“Continúan en aumento los casos de Viruela Símica. En esta ocasión se suman cuatro casos según el más reciente reporte del Instituto Nacional de Salud. En total, son 14 casos confirmados, de los cuales dos ya están totalmente recuperados y algunos próximos a cumplir su aislamiento preventivo”, sostuvo Martha Liliana Ospina, secretaria de Salud de Ibagué.  ", medidas de cuidado ,https://ibague.gov.co/portal/seccion/noticias/index.php?idnt=13013
136,"lunes, 5 de septiembre de 2022",ALCALDÍA MUNICIPAL DE IBAGUÉ,DESPACHO DEL ALCALDE.,Política,Positiva,Alcalde se reunió con bancada de congresistas tolimenses para socializar proyectos,Ciudad de Ibagué en general,"El mandatario de los ibaguereños, Andrés Hurtado, presentó ante la bancada de congresistas el avance de los proyectos priorizados para el desarrollo de la ciudad, con el fin de trabajar en equipo para lograr que el Gobierno Nacional destine los recursos que hacen falta para culminar estas iniciativas que ya están viabilizadas. ",Proyectos en curso,https://ibague.gov.co/portal/seccion/noticias/index.php?idnt=13012
137,"lunes, 5 de septiembre de 2022",Caracol Radio,Julio Montiel,Seguridad,Negativa,Identifican a los responsables de un millonario caso de fleteo en Ibagué,Ciudad de Ibagué en general,"La Policía Metropolitana de Ibagué confirmó que fueron identificados los presuntos delincuentes que perpetraron un caso de fleteo en la calle 25 con Ambalá el pasado viernes, situación que se convirtió en viral en las redes sociales. El coronel Carlos German Oviedo, comandante de la Policía Metropolitana de Ibagué, aclaró que en la denuncia que instauró el comerciante quedó consignado que el robo fue de $42 millones y no de $242 como lo aseguró a medios regionales.",planes en contra de la inseguridad,https://caracol.com.co/emisora/2022/09/05/ibague/1662415118_271643.html
138,"lunes, 5 de septiembre de 2022",Semana,Semana,Seguridad,Negativa,Millonario robo en un semáforo en Ibagué; ladrones se llevaron más de 200 millones de pesos,Ciudad de Ibagué en general,"Un robo de película se presentó en la Avenida Ambalá con calle 25 en la ciudad de Ibagué, donde un comerciante fue intimidado con arma de fuego mientras estaba estacionado en el semáforo. Los ladrones le hurtaron 240 millones de pesos que acababa de retirar de una entidad bancaria.

El comerciante de café provenía del municipio de Chaparral, Tolima, y había llegado a Ibagué para retirar el dinero. Entró a la entidad bancaria y retiró cerca de 350 millones de pesos. Posteriormente, hizo algunas consignaciones y se subió a su carro con aproximadamente 240 millones de pesos.",planes en contra de la inseguridad,https://www.semana.com/nacion/articulo/millonario-robo-en-un-semaforo-en-ibague-ladrones-se-llevaron-mas-de-200-millones-de-pesos/202243/
139,"lunes, 5 de septiembre de 2022",Uniminuto Radio Tolima,Uniminuto Radio Tolima,Seguridad,Negativa,Autoridades reportan fleteo de más de $100.000.000 de pesos en el centro de Ibagué,Ciudad de Ibagué en general,"Los hechos se registraron durante el fin de semana en la Carrera Quinta con Calle 18 de la capital del departamento del Tolima, donde desconocidos abordaron a una mujer que se movilizaba en una motocicleta y la despojaron de una alta suma de dinero por medio de un ramonazo. Según la denuncia de la víctima, en total fueron 176 millones de pesos los que le fueron robados por parte de estos desconocidos, quiénes emprendieron de inmediato la huida del lugar.",planes en contra de la inseguridad,https://www.uniminutoradio.com.co/autoridades-reportan-fleteo-de-mas-de-100-000-000-de-pesos-en-el-centro-de-ibague/
140,"lunes, 5 de septiembre de 2022",Caracol Radio,Julio Montiel,Seguridad,Negativa,Un celular que estaba cargando ocasionó incendio en Ibagué,Ciudad de Ibagué en general,La Secretaría de Medio Ambiente y Gestión del Riesgo de Ibagué confirmó que el Cuerpo Oficial de Bomberos atendió en la noche del lunes un incendio estructural en el barrio Arkarolina.  La conflagración se presentó por un cortocircuito en un celular que se encontraba cargando en una de las habitaciones de la vivienda ocasionando la emergencia.,Medidas de protección ,https://caracol.com.co/emisora/2022/09/06/ibague/1662494994_545369.html
141,"lunes, 5 de septiembre de 2022",El Irreverente,El Irreverente,Política,Positiva,Dos importantes proyectos de la Alcaldia se debatiran en el concejo Municipal de Ibagué,Ciudad de Ibagué en general,"Durante 12 días, el Concejo Municipal de Ibagué dará tramite a los proyectos de acuerdo No. 013 y No. 014, con los que se busca optimizar los recursos en los procesos que adelanta la Administración Municipal.

“Tenemos la oportunidad de venir a la Corporación con el fin de tener ese aval de ustedes, en esa nueva propuesta de optimización de los recursos que tenemos aprobados por el empréstito"", afirmó Leandro Vera, secretario de Planeación.",Proyectos en curso,https://elirreverenteibague.com/noticia/14934/Dos-importantes-proyectos-de-la-Alcald%C3%ADa-se-debatir%C3%A1n-en-el-Concejo-Municipal-de-Ibagu%C3%A9
142,"lunes, 5 de septiembre de 2022",El cronista.co,El cronista.co,Seguridad,Negativa,Capturan a 10 ladrones en Ibagué,Ciudad de Ibagué en general,"En hechos aislados, la Policía Metropolitana de Ibagué logró la captura de ocho personas en flagrancia y dos más por orden judicial, todas acusadas de ser responsables por el delito de hurto, en diferentes modalidades, Estas personas  fueron sorprendidas en los barrios Villa Marín, Santa cruz, Hipódromo, La estación, Galarza y Los Nogales. Se les acusa por el hurto de elementos como celulares, un concentrador de oxígeno portátil, y los espejos de un vehículo tipo camioneta, utilizando las modalidades de intimidación con arma cortopunzante y factor oportunidad. ",planes en contra de la inseguridad,https://elcronista.co/actualidad/capturan-a-10-ladrones-en-ibague
143,"lunes, 5 de septiembre de 2022",Caracol Radio,Harold Bonilla,Economía,Positiva,En Ibagué siguen clamando nuevos instrumentos para el Aeropuerto Perales,Ciudad de Ibagué en general,"El alcalde de Ibagué Andrés Hurtado reiteró en la necesidad que el aeropuerto Perales cuente con nuevas herramientas que permitan una mayor operación del terminal aéreo.

Para el mandatario local se busca la amplitud de la pista y la instalación del Sistema de Aterrizajes por Instrumentos, ILS, requerimientos que le permitirían a la terminal aérea operar 24 horas y aumentar las rutas.",Proyectos en curso,https://caracol.com.co/emisora/2022/09/06/ibague/1662427599_487031.html
144,"lunes, 5 de septiembre de 2022",Blu Radio,Fernando Gonzalez,Economía,Positiva,Congresistas de Tolima piden que se prioricen recursos para construir aeropuerto en la ciudad,Ciudad de Ibagué en general,"A la polémica creada por el aeropuerto Internacional del Café, que lleva mas de 45 años y no se ha construido, ahora se suma el aeropuerto Nacional de Perales en Ibagué , el cual podría ser el alterno al Dorado en Bogotá.

La bancada de congresistas tolimenses se reunión en Ibagué, buscando priorizar al departamento en los grandes proyectos del Gobierno Nacional, con el convencimiento que no hay dinero desde el Gobierno Nacional para todas las inversiones que se requieren, entre ellas el transporte aéreo.",Proyectos en curso,https://www.bluradio.com/nacion/congresistas-de-ibague-piden-que-se-prioricen-recursos-para-construir-aeropuerto-en-la-ciudad-rg10
145,"lunes, 5 de septiembre de 2022",El cronista.co,El cronista.co,Salud,Negativa,Ibagué es la quinta ciudad con mayor ciberacoso a niños en Colombia,Ciudad de Ibagué en general,"Adultos, jóvenes y niños se encuentran inmersos en la sociedad de la información, un mundo interconectado que nos permite encontrar una cantidad inmensa de contenido a través del internet. En medio de este mundo virtual existe contenido corrosivo, y los niños sin supervisión son uno de los grupos focales que más son afectados por ello.

Según información de la Policía Nacional, durante los primeros seis meses del año, cerca de 14.500 páginas web que contienen material de abuso sexual infantil (MASI) han sido bloqueadas por parte del Centro Cibernético Policial, lo que representa un incremento del 64 % comparado con el 2021.",Medidas de protección ,https://elcronista.co/actualidad/ibague-es-la-quinta-ciudad-con-mayor-ciberacoso-a-ninos-en-colombia
146,"lunes, 5 de septiembre de 2022",Uniminuto Radio Tolima,Uniminuto Radio Tolima,Salud,Positiva,Inicia en hoy en Ibagué jornada de vacunación contra la enfermedad de Newcastle en aves,Ciudad de Ibagué en general,"Desde este lunes y hasta el próximo 10 de septiembre, los ibaguereños podrán acudir con sus ejemplares a las jornadas de vacunación que se organiza desde la Alcaldía de Ibagué en conjunto con la Federación Nacional de Avicultores, Fenavi.

Son 18 vacunadores los que se trasladarán a las veredas Ambalá, Calambeo y Martinica, y a los barrios 7 de agosto, 20 de julio, Ancón, Fenalco, Viveros, Gaitán, Calarcá, Martires, Departamental, y Santa Helena, entre otros.",Medidas de protección ,https://www.uniminutoradio.com.co/inicia-en-hoy-en-ibague-jornada-de-vacunacion-contra-la-enfermedad-de-newcastle-en-aves/
147,"lunes, 5 de septiembre de 2022",Caracol Radio,Caracol Radio,Seguridad,Positiva,Autoridades buscan prevenir la extorsión en las plazas de mercado de Ibagué,Ciudad de Ibagué en general,"Integrantes del Gaula de Policía del Tolima se tomaron en las últimas horas las plazas de la 21 y la 28 de Ibagué, con el fin de evitar que los comerciantes sean víctimas de extorsión. Los uniformados alertaron a los comerciantes de las nuevas modalidades de extorsión que están utilizando los delincuentes y con el fin de poder reaccionar en caso de ser intimidados para que no cancelen esos dineros.

Los comerciantes conocieron de la línea 165 del Gaula de la Policía Nacional que está activa las 24 horas para atender las situaciones que puedan colocar en riesgo sus vidas producto de una extorsión.",planes en contra de la inseguridad,https://caracol.com.co/emisora/2022/09/05/ibague/1662375663_115666.html
148,"lunes, 5 de septiembre de 2022",El Nuevo Día,El nuevo Día,Economía,Negativa,"La preocupante cifra que registró Ibagué en materia de inflación de alimentos, ¿enciende las alarmas?",Ciudad de Ibagué en general,"En términos mensuales, la inflación del octavo mes del año fue de 1,02%, mientras que en lo corrido del año, la variación del Índice de Precios al Consumidor fue de 9,06%.

Según explicó el Dane, el IPC total se aceleró principalmente por un fuerte incremento en los precios de las divisiones de alimentos y bebidas no alcohólicas y el de alojamiento, agua, electricidad, gas y otros combustibles. El rubro de Alimentos y bebidas no alcohólicas fue el que más se aceleró con una inflación de 1,85% y mientras que la división de Bienes y servicios diversos fue la segunda que más subió con 1,54%.",Medidas para minimizar el impacto economico,http://www.elnuevodia.com.co/nuevodia/economica/finanzas/494402-la-preocupante-cifra-que-registro-ibague-en-materia-de-inflacion-de
149,"lunes, 5 de septiembre de 2022",Ondas de Ibagué,Daniel García,Movilidad,Positiva,¡Prográmese! Este mes se realizará el segundo Día Sin Carro y Sin Moto del año en Ibagué,Ciudad de Ibagué en general,"Ibagué se prepara para lo que será el segundo Día Sin Carro y Sin Moto que se desarrolla anualmente en esta capital, tras el acuerdo municipal que en el año 2018 fue modificado y establece que en febrero y septiembre respectivamente se llevan a cabo estas jornadas.

Olga Lucía Liévano, secretaria de Movilidad de Ibagué, indicó que la ciudad tendrá la jornada ambiental el próximo 21 de septiembre desde las 6:00 a.m. hasta las 8:00 p.m.",Planes de mejora de movilidad e impacto al medio ambiente,https://www.ondasdeibague.com/noticias/ibague/45969-programese-este-mes-se-realizara-el-segundo-dia-sin-carro-y-sin-moto-del-ano-en-ibague
150,"lunes, 5 de septiembre de 2022",El Irreverente,El Irreverente,Economía,Positiva,"Ibagué ya cuenta con 280 ""zonas Vibra"" con internet gratuito y 4 arboles solares de energia renovable",Ciudad de Ibagué en general,"Gracias a las “Zonas Vibra”, una estrategia de la Alcaldía de Ibagué para llegar a los sitios más apartados de la ciudad en donde se dificulta la conexión, varios puntos cuentan con acceso gratuito a internet, luego de que fuera ampliada la cobertura digital en zona urbana y rural.

En total, la ciudad cuenta con 280 Zonas Vibra hasta el momento, 100 de estas están ubicadas en el área rural donde antes no había conectividad. Así mismo, cuatro árboles solares de energía renovable.",Proyectos en curso,https://elirreverenteibague.com/noticia/14944/Ibagu%C3%A9-ya-cuenta-con-280-%E2%80%98Zonas-Vibra%E2%80%99-con-internet-gratuito-y-4-%C3%A1rboles-solares-de-energ%C3%ADa-renovable
151,"lunes, 5 de septiembre de 2022",La voz del pueblo,Juan Conejo,Salud,Negativa,"Nuevas quejas del sistema de salud en Ibagué. ""Si eres amigo de la doctora lo atienden rápido""",Ciudad de Ibagué en general,"Los usuarios de diferentes EPS, se quejan de la demora de los servicios de salud en la Clínica Nuestra.

Hasta por más de dos horas tienen que esperar las personas que llegan a tomar exámenes de laboratorio en la Clínica Nuestra, ubicada en la Cra. 10 sur No. 66 a 70 Glorieta Varsovia, diferentes usuarios aseguraron a esta redacción qué se puede evidenciar como hay privilegios con algunos usuarios. ""Si eres amigo de la doctora lo atienden rápido"".",-,https://www.lavozdelpueblo920am.com/judicial/14099-nuevas-quejas-del-sistema-de-salud-en-ibague-si-eres-amigo-de-la-doctora-lo-atienden-rapido
152,"lunes, 5 de septiembre de 2022",La voz del pueblo,Juan Conejo,Política,Positiva,Infibagué le rendirá cuentas a los ibaguereños,Ciudad de Ibagué en general,"El evento se llevará a cabo en el Complejo Cultural Panóptico.

El Instituto de Financiamiento, Promoción y Desarrollo de Ibagué, Infibagué, llevará a cabo su audiencia pública de rendición de cuentas de la vigencia 2022, que contará con la presencia del alcalde, Andrés Fabián Hurtado.",-,https://www.lavozdelpueblo920am.com/ibague/14097-infibague-le-rendira-cuentas-a-los-ibaguerenos
153,"lunes, 5 de septiembre de 2022",Ecos del Combeima,Ecos del Combeima,Salud,Negativa,Hurtado se pronuncia en torno al servicio de agua para Arboleda del Campestre,Ciudad de Ibagué en general,"La Alcaldía de Ibagué dio a conocer que, para darle continuidad en el servicio de agua potable a los usuarios de los conjuntos Arboleda del Campestre, se logró en tiempo récord la firma del convenio con la empresa privada, por medio del cual se adquirió el manejo de dos plantas de tratamiento, una del sistema de acueducto y otra de aguas residuales. 

Según el mandatario local, con el apoyo de la Constructora Bolívar se obtendrá un adicional de 20 litros por segundo, que podrían ser distribuidos eficientemente a los usuarios que presentan bajas presiones.",Proyectos en curso,https://www.ecosdelcombeima.com/ibague/nota-199304-hurtado-se-pronuncia-en-torno-al-servicio-de-agua-para-arboleda-del-campestre
154,"lunes, 5 de septiembre de 2022",Ondas de Ibagué,Daniel García,Seguridad,Negativa,Cayó banda que se dedicaba a robar cable de fibra óptica en Ibagué,Ciudad de Ibagué en general,Los sujetos se hacían pasar por contratistas al estar uniformados. Se logró incautar una camioneta y 110 metros de cable avaluadas en cerca de $20 millones.,planes en contra de la inseguridad,https://www.ondasdeibague.com/noticias/judiciales/45980-cayo-banda-que-se-dedicaba-a-robar-cable-de-fibra-optica-en-ibague
155,"lunes, 5 de septiembre de 2022",El Nuevo Día,Camilo Ernesto Ossa,Economía,Negativa,¡Atrapados!,Ciudad de Ibagué en general,"Así estamos los ibaguereños, como el título de esta columna, atrapados. Sé que muchos coincidirán en que viajar de Ibagué a Bogotá (o viceversa), es, o bien, “tortuoso”, o bien, muy costoso, una disyuntiva bastante difícil desde la óptica que se le quiera mirar. Con la construcción del tercer carril en la vía, se aumentó el tiempo de desplazamiento desde y hacia la capital del país, esto sin contar el tradicional trancón “atravesando” Soacha. Pero de ser mucho el afán y la necesidad de llegar “rápido” (así entre comillas, porque con Avianca nunca se sabe cuándo el vuelo está a tiempo), hay que estar dispuestos a pagar una cifra excesiva para viajar en avión, esto último, un claro problema de ausencia de competencia en ese trayecto",Mejoras en la infraestructura y movilidad en la ciudad,http://www.elnuevodia.com.co/nuevodia/opinion/columnistas/camilo-ernesto-ossa-bocanegra/494384-atrapados
156,"lunes, 5 de septiembre de 2022",Caracl Radio,Francy Robayo,Trabajo,Positiva,Apertura de clínica aumenta ventas de los comerciantes de la calle 60,Ciudad de Ibagué en general,"Los comerciantes de la calle 60 de Ibagué, manifiestan que la apertura de la clínica Keralty que hace parte del grupo Sanitas es una de las mejores noticias y situaciones que ha pasado durante este año.

La clínica que recientemente entro en funcionamiento tiene un alto número de usuarios y diferentes especialidades, esto permite que las ventas para los comerciantes de esa zona de la capital tolimense se incrementen.",Incentivo para la economia del sector,https://caracol.com.co/emisora/2022/09/05/ibague/1662400305_465164.html
157,"lunes, 5 de septiembre de 2022",Alerta Tolima,Juliette Alexandra Echeverry Bonilla,Movilidad,Negativa,Cerrarán la avenida Ambalá con calle 42 en Ibagué,Ciudad de Ibagué en general,"Según denunciaron ante La Cariñosa 1.420 AM, habitantes de la comuna Cuatro de la capital del Tolima se hartaron de no tener el servicio de agua durante poco más de una semana, situación que les llevó a tomar la decisión de cerrar la avenida Ambalá con calle 42 en los dos carriles, todo, para hacer un fuerte llamado al Ibal pese a las negativas por parte de la entidad para devolver el servicio en este sector de la ciudad.",Mejoras en la infraestructura y movilidad en la ciudad,"https://www.alertatolima.com/noticias/tolima/ibague/cerraran-la-avenida-ambala-con-calle-42-en-ibague#:~:text=Habitantes%20de%20C%C3%B3rdoba%2C%20Cordobita%2C%20Jardines,tras%20una%20semana%20sin%20agua."
158,"martes, 6 de septiembre de 2022",Alerta Tolima,Juliette Alexandra Echeverry Bonilla,Salud,Negativa,Ibagué con cuatro nuevos contagiados por Viruela Símica,Ciudad de Ibagué en general,"El Instituto Nacional de Salud, dio a conocer que Ibagué registra actualmente cuatro casos nuevos de Viruela Símica en hombres entre los 22 y 44 años, cifras que van en aumento y preocupan a las autoridades de salud pues la ciudad y el departamento se ubican dentro del país con uno de los índices de contagio más altos después de ciudades como Bogotá, Cali y Medellín.", medidas de cuidado ,"https://www.alertatolima.com/noticias/tolima/ibague/ibague-con-cuatro-nuevos-contagiados-por-viruela-simica
"
159,"martes, 6 de septiembre de 2022",ALCALDÍA MUNICIPAL DE IBAGUÉ,INSTITUTO DE FINANCIAMIENTO PROMOCIÓN Y DESARROLLO DE IBAGUÉ - INFIBAGUÉ.,Política,Positiva,Infibagué desarrolló con éxito su primera audiencia pública de rendición de cuentas,Ciudad de Ibagué en general,"El Instituto de Financiamiento, Promoción y Desarrollo de Ibagué, Infibagué, llevó a cabo su primera audiencia pública de rendición de cuentas del 2022, donde se dio a conocer a la comunidad los avances de los proyectos estratégicos que se ejecutan en la ciudad",-,https://ibague.gov.co/portal/seccion/noticias/index.php?idnt=13018
160,"martes, 6 de septiembre de 2022",Caracol Radio,Julio Montiel,Seguridad,Positiva,En Ibagué capturan a una persona que tenía Circular Roja de la Interpol,Ciudad de Ibagué en general,"La Policía Metropolitana de Ibagué confirmó que en la Terminal de Transportes de la ciudad capturaron a una persona que tiene pendiente pagar una condena en el Paraguay. El hombre de 37 años fue requerido por parte de las autoridades locales en medio de un procedimiento de verificación de antecedentes cuando se alistaba para realizar un viaje terrestre.

Este sujeto de nacionalidad colombiana, es solicitado por parte de la Interpol con Circular Roja por el delito de tenencia y tráfico de sustancias estupefacientes en ese país, se adelantan los trámites de extradición.",planes en contra de la inseguridad,https://caracol.com.co/emisora/2022/09/06/ibague/1662496916_232290.html
161,"martes, 6 de septiembre de 2022",RCN Radio,Región Central,Política,Negativa,Por presuntas amenazas de muerte renunció concejal de Ibagué,Ciudad de Ibagué en general,"El concejal de oposición Rubén Darío Correa dio a conocer este martes su renuncia a la curul que ostentaba en el Concejo Municipal de Ibagué luego de asegurar que él y su familia fueron amenazados de muerte, lo que motivó esta determinación. ""La determinación la he tomado después de graves hechos contra mi integridad personal que sucedieron el pasado 2 de septiembre de 2022 en esta ciudad con sujetos armados que me amenazaron a mi y a mí familia, derivado de mis actividades políticas de lucha frontal contra sectores de la corrupción local y departamental, especialmente con el episodio denominado la 'Mansión de Valle Escondido’"", aseguró Correa.",Medida de protección,https://www.rcnradio.com/colombia/region-central/por-presuntas-amenazas-de-muerte-renuncio-concejal-de-ibague
162,"martes, 6 de septiembre de 2022",Alerta Tolima,Valentina Cortés Castillo,Política,Positiva,Gobernador y congresistas del Tolima buscan inversiones del Gobierno Nacional,Departamento del Tolima y ciudad de Ibagué en general,"La administración departamental presentará propuestas que se ajusten a las líneas estratégicas del gobierno del presidente Petro.
El gobernador Ricardo Orozco Valero y la bancada tolimense en el Congreso de la República llevaron a cabo el encuentro de diálogo participativo para que el Tolima, con base en una agenda común, sea priorizado dentro de la construcción del Plan Nacional de Desarrollo (PND). Al evento asistieron los senadores Óscar Barreto, Ana Paola Agudelo, Miguel Barreto y Jahel Quiroga, así como los representantes Martha Alfonso, Delcy Isaza, Olga Beatriz González, Gerardo Yepes, Alejandro Martínez, Carlos Edward Osorio y Haiver Rincón. También participó el alcalde de Ibagué, Andrés Fabián Hurtado, y los secretarios del Gobierno departamental.",Plan de ordenamiento territorial en el departamento del Tolima,https://www.alertatolima.com/noticias/tolima/gobernador-y-congresistas-del-tolima-buscan-inversiones-del-gobierno-nacional
163,"martes, 6 de septiembre de 2022",Ondas de Ibagué,Daniel García,Movilidad,Negativa,Pasajera denuncia tremendo hueco en el piso de una buseta de transporte público en Ibagué,Ciudad de Ibagué en general,"Las Noticias de Ondas de Ibagué conocieron de una denuncia sobre un presunto mal estado de la una buseta de servicio público colectivo de esta capital.

Diana Pava, denunciante, señaló que se subió al vehículo y notó la falencia en su infraestructura al interior, que para ella podría generar alguna afectación a los pasajeros que se suben a diario.",Vigilancia a las entidades prestadoras del servicio público,https://www.ondasdeibague.com/noticias/principales/65-destacadas-2/46002-pasajera-denuncia-tremendo-hueco-en-el-piso-de-una-buseta-de-transporte-publico-en-ibague
164,"martes, 6 de septiembre de 2022",Alerta Tolima,Yeison Andrés López Castañeda,Seguridad,Negativa,¡Intolerancia en el barrio La Unión! Le dispararon a sujeto en la cara con arma traumática,Ciudad de Ibagué en general,"El caso se registró hace pocas horas en el barrio La Unión, sur de la capital tolimense, donde un tema de intolerancia casi le cuesta la vida a un ciudadano que se encontraba reunido con otras personas.

Información suministrada a la redacción judicial de las noticias de La Cariñosa 1.420 AM da cuenta que todo sucedió el pasado domingo en horas de la madrugada, donde dos ciudadanos en aparente estado de alicoramiento habrían protagonizado una violenta riña que despertó a todos los vecinos del sector.",planes en contra de la inseguridad,alertatolima.com/noticias/judicial/intolerancia-en-el-barrio-la-union-le-dispararon-sujeto-en-la-cara-con-arma
165,"martes, 6 de septiembre de 2022",Alerta Tolima, Tatty Umaña G. ,Trabajo,Positiva,"Con 18 puntos abiertos y 31 años de trabajo continuo, Mercacentro da ejemplo",Ciudad de Ibagué en general,"Empresas que se expanden y le dan oportunidad directa e indirectamente a sus coterráneos son ejemplo.

Ya son 18 tiendas en las cuales no solamente dan empleo directo a muchos tolimenses, sino que también de manera indirecta benefician a muchos otros.",impulso a empresas,https://www.alertatolima.com/noticias/tolima/ibague/con-18-puntos-abiertos-y-31-anos-de-trabajo-continuo-mercacentro-da-ejemplo
166,"martes, 6 de septiembre de 2022",Alerta Tolima,Juliette Alexandra Echeverry Bonilla,Política,Positiva,Piden al Gobierno Nacional invertir en operatividad del aeropuerto Perales de Ibagué,Ciudad de Ibagué en general,"El mandatario de los ibaguereños Andrés Hurtado, presentó ante la bancada de congresistas el avance de los proyectos priorizados para el desarrollo de la ciudad, con el fin de trabajar en equipo para lograr que el Gobierno Nacional destine los recursos que hacen falta para culminar estas iniciativas que ya están viabilizadas. Uno de ellos es la operatividad del aeropuerto Perales, que busca la amplitud de la pista y la instalación del Sistema de Aterrizajes por Instrumentos, ILS, requerimientos que le permitirían a la terminal aérea operar 24 horas y aumentar las rutas.",-,https://www.alertatolima.com/noticias/tolima/ibague/piden-al-gobierno-nacional-invertir-en-operatividad-del-aeropuerto-perales
167,"martes, 6 de septiembre de 2022",Alerta Tolima,Valentina Cortés Castillo,Movilidad,Positiva,Más de $5.000 millones mejorará vía de la vereda Cay en Ibagué,Ciudad de Ibagué en general,"En la segunda versión del encuentro comunitario ‘Diálogos del hacer', el gobernador Ricardo Orozco Valero, acompañado de su equipo de gobierno, y junto al senador Óscar Barreto Quiroga, la representante Delcy Isaza Buenaventura, anunció la aprobación de un proyecto por cerca de $5.400 millones para la pavimentación de 1.79 kilómetros de vía de la vereda Cay, en el cañón del Combeima. La intervención de este corredor, desde el punto conocido como Villa María hasta el sector denominado Palestina, contempla la aplicación de concreto rígido en dos tramos críticos, obras para el manejo de aguas lluvias, un muro de contención de 45 metros y elementos de señalización y seguridad vial.",Mejoras en la infraestructura y movilidad en la ciudad,https://www.alertatolima.com/noticias/tolima/mas-de-5000-millones-mejorara-de-la-vereda-cay-en-ibague
168,"martes, 6 de septiembre de 2022",W Radio,Violeta Mejía,Movilidad,Positiva,Aprueban 5.400 millones para pavimentación de la vía Villa María en Ibagué,Ciudad de Ibagué en general,"De la mano del Senador Oscar Barreto Quiroga, el Gobernador del Tolima, Ricardo Orozco, anunció la pavimentación de la tan anhelada vía de la vereda Cay en la ciudad de Ibagué.

Los habitantes de la zona celebraron el anuncio, ya que el mejoramiento de las vías incrementará la visita de turistas y, por ende, fortalecerá el comercio en la zona.",Mejoras en la infraestructura y movilidad en la ciudad,https://www.wradio.com.co/2022/09/06/aprueban-5400-millones-para-pavimentacion-de-la-via-villa-maria-en-ibague/
